pmid,title,abstract,journal,publication_date,authors,num_authors,abstract_length,specialty,collection_date
39298665,2024 updated European Heart Rhythm Association core curriculum for physicians and allied professionals: a statement of the European Heart Rhythm Association of the European Society of Cardiology.,"Heart rhythm management is a continuously evolving sub-speciality of cardiology. Every year, many physicians and allied professionals (APs) start and complete their training in cardiac implantable electronic devices (CIEDs) or electrophysiology (EP) across the European Heart Rhythm Association (EHRA) member countries. While this training ideally ends with an EHRA certification, the description of the learning pathway (what, how, when, and where) through an EHRA core curriculum is also a prerequisite for a successful training. The first EHRA core curriculum for physicians was published in 2009. Due to the huge developments in the field of EP and device therapy, this document needed updating. In addition, a certification process for APs has been introduced, as well as a recertification process and accreditation of EHRA recognized training centres. Learning pathways are more individualized now, with Objective Structured Assessment of Technical Skills (OSATS) to monitor learning progression of trainees. The 2024 updated EHRA core curriculum for physicians and APs describes, for both CIED and EP, the syllabus, OSATS, training programme and certification, and recertification for physicians and APs and stresses the importance of continued medical education after certification. In addition, requirements for accreditation of training centres and trainers are given. Finally, suggested reading lists for CIED and EP are attached as online supplements.","Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",2024-Nov,"Trines SA, Moore P, Burri H, Gonçalves Nunes S, Massoullié G, Merino JL, Paton MF, Porta-Sánchez A, Sommer P, Steven D, Whittaker-Axon S, Yorgun H, Arribas F, Claude Deharo J, Steffel J, Wolpert C",16,1463,cardiology,2025-11-02 18:31:23
34571167,Cardiovascular Imaging and Pregnancy.,"Cardiovascular disease (CVD) has become increasingly prevalent in women of childbearing age in the western world. This has led to CVD now being the leading cause of maternal morbidity and mortality. In the modern era optimal cardiology care is dependent on cardiovascular imaging and this is especially so in the appropriate management of the pregnant woman with CVD. CVD imaging allows for accurate risk assessment before pregnancy and guides appropriate management during pregnancy. In this article we outline the hemodynamic and structural changes that occur in the cardiovascular system in pregnancy. We examine the role of echocardiography, cardiac magnetic resonance imaging, computed tomography, and coronary angiography within the care of the pregnant patient and highlight the strengths and weaknesses of each.",The Canadian journal of cardiology,2021-Dec,"Windram J, Grewal J",2,819,cardiology,2025-11-02 18:31:23
33070781,Cardiology on the cutting edge: updates from the European Society of Cardiology (ESC) Congress 2020.,"The 2020 annual Congress of the European Society of Cardiology (ESC) was the first ever to be held virtually. Under the spotlight of 'the cutting edge of cardiology', exciting and ground-breaking cardiovascular (CV) science was presented both in basic and clinical research. This commentary summarizes essential updates from ESC 2020-The Digital Experience. Despite the challenges that coronavirus disease 2019 (COVID-19) has posed on the conduct of clinical trials, the ESC Congress launched the results of major studies bringing innovation to the field of general cardiology, cardiac surgery, heart failure, interventional cardiology, and atrial fibrillation. In addition to three new ESC guidelines updates, the first ESC Guidelines on Sports Cardiology and Exercise in Patients with Cardiovascular Disease were presented. As former ESC president, Professor Casadei undoubtedly pointed out the ESC Congress 2020 was a great success. During the ESC 2020 Congress, BMC Cardiovascular Disorders updated to seven journal sections including Arrhythmias and Electrophysiology, CV Surgery, Coronary Artery Disease, Epidemiology and Digital health, Hypertension and Vascular biology, Primary prevention and CV Risk, and Structural Diseases, Heart Failure, and Congenital Disorders. To conclude, an important take-home message for all CV health care professionals engaged in the COVID-19 pandemic is that we must foresee and be prepared to tackle the dramatic, long-term CV complications of COVID-19 patients.",BMC cardiovascular disorders,2020-Oct,"Gallego-Colon E, Bonaventura A, Vecchié A, Cannatà A, Fitzpatrick CM",5,1503,cardiology,2025-11-02 18:31:23
37088174,Artificial Intelligence in Cardiology: Applications and Obstacles.,"Artificial intelligence (AI) technology is poised to alter the flow of daily life, and in particular, medicine, where it may eventually complement the physician's work in diagnosing and treating disease. Despite the recent frenzy and uptick in AI research over the past decade, the integration of AI into medical practice is in its early stages. Cardiology stands to benefit due to its many diagnostic modalities and diverse treatments. AI methods have been applied to various domains within cardiology: imaging, electrocardiography, wearable devices, risk prediction, and disease classification. While many AI-based approaches have been developed that perform equal to or better than the state-of-the-art, few prospective randomized studies have evaluated their use. Furthermore, obstacles at the intersection of medicine and AI remain unsolved, including model understanding, bias, model evaluation, relevance and reproducibility, and legal and ethical dilemmas. We summarize recent and current applications of AI in cardiology, followed by a discussion of the aforementioned complications.",Current problems in cardiology,2023-Sep,"Danilov A, Aronow WS",2,1092,cardiology,2025-11-02 18:31:23
32888690,Update on Preventive Cardiology.,"Although progress had been made in reducing cardiovascular disease (CVD) mortality, the positive trend has reversed in recent years, and CVD remains the most common cause of mortality in US women and men. Youth represent the future of CVD prevention; emerging evidence suggests exposure to risk factors in children contributes to atherosclerosis and results in vascular changes and increased CVD events. The contributors to CVD include those commonly seen in adults. This article reviews hypercholesterolemia, hypertension, obesity, diabetes, and smoking. It discusses the prevalence of each disease, diagnosis, treatment, and cardiovascular complications.",Pediatric clinics of North America,2020-Oct,"Clauss SB, de Ferranti SD",2,656,cardiology,2025-11-02 18:31:23
32284113,Nuclear Cardiology in Asia.,"Nuclear cardiology for patients with ischemic heart disease and cardiac failure is expanding in Asia, although quite heterogeneously. In Asia, Israel showed the highest utilization with more than 1000 scans/100,000 inhabitants a year followed by Korea, Japan, UAE, Turkey, Australia (250-999 scans/100,000). Saudi Arabia, Kuwait, Jordan, Lebanon, Iran, and Pakistan practiced 60-99 scans/100,000. Most of South East Asian countries, China, India, and Bangladesh practiced 1-50 scans/100,000 per year. Countries in Central Asia, Mongolia, Vietnam, Cambodia, Lao, Myanmar, Nepal, and Bhutan showed limited use or no nuclear cardiology practice. Myocardial perfusion imaging (MPI) in Asia was characterized by more frequent use of <sup>201</sup>Tl, less use of weight-based <sup>99m</sup>Tc dosing, and a trend toward a lower rate of stress-only imaging. Accordingly, the effective dose in nuclear cardiology practices was higher than those of the rest of the world. <sup>99</sup>Mo-<sup>99m</sup>Tc generators are available in most countries, relying mainly on the global supply chain because there is little supply chain beyond countries within the region. In practice, the threshold values of left ventricular ejection fraction, end-systolic volume, and end-diastolic volume between normal and pathologic states were set based on the regional normal database in China and Japan because these values were dependent on age, gender, and body weight. The purpose of the MPI SPECT study was to evaluate myocardial ischemia in symptomatic patients with chest pain, effects of percutaneous coronary intervention and coronary artery bypass-graft, and cardiac function in patients with chronic heart failure. The ability of <sup>99m</sup>Tc-based MPI for predicting hard cardiac events was confirmed in Asian inhabitants with low risk of ischemic heart disease. Human resource development of nuclear medicine professional and public awareness of nuclear medicine is key issues to promote nuclear cardiology in Asia. International organizations such as the International Atomic Energy Agency and academic organizations in the region such as Asia Oceania Federation of Nuclear Medicine and Biology, Asia Regional Cooperative Council for Nuclear Medicine, East Asia Nuclear Medicine Association, and Arab Society of Nuclear Medicine have an important role in addition to national Societies of Nuclear Medicine in each country and region.",Seminars in nuclear medicine,2020-May,"Hatazawa J, Sabih D, Li Y, Pradhan PK, Paez D",5,2425,cardiology,2025-11-02 18:31:23
37003673,Artificial Intelligence in Nuclear Cardiology.,"Artificial intelligence (AI) encompasses a variety of computer algorithms that have a wide range of potential clinical applications in nuclear cardiology. This article will introduce core terminology and concepts for AI including classifications of AI as well as training and testing regimens. We will then highlight the potential role for AI to improve image registration and image quality. Next, we will discuss methods for AI-driven image attenuation correction. Finally, we will review advancements in machine learning and deep-learning applications for disease diagnosis and risk stratification, including efforts to improve clinical translation of this valuable technology with explainable AI models.",Cardiology clinics,2023-May,Miller RJH,1,706,cardiology,2025-11-02 18:31:23
35227341,Paediatric and adult congenital cardiology education and training in Europe.,"Limited data exist on training of European paediatric and adult congenital cardiologists. A structured and approved questionnaire was circulated to national delegates of Association for European Paediatric and Congenital Cardiology in 33 European countries. Delegates from 30 countries (91%) responded. Paediatric cardiology was not recognised as a distinct speciality by the respective ministry of Health in seven countries (23%). Twenty countries (67%) have formally accredited paediatric cardiology training programmes, seven (23%) have substantial informal (not accredited or certified) training, and three (10%) have very limited or no programme. Twenty-two countries have a curriculum. Twelve countries have a national training director. There was one paediatric cardiology centre per 2.66 million population (range 0.87-9.64 million), one cardiac surgical centre per 4.73 million population (range 1.63-10.72 million), and one training centre per 4.29 million population (range 1.63-10.72 million population). The median number of paediatric cardiology fellows per training programme was 4 (range 1-17), and duration of training was 3 years (range 2-5 years). An exit examination in paediatric cardiology was conducted in 16 countries (53%) and certification provided by 20 countries (67%). Paediatric cardiologist number is affected by gross domestic product (R<sup>2</sup> = 0.41). Training varies markedly across European countries. Although formal fellowship programmes exist in many countries, several countries have informal training or no training. Only a minority of countries provide both exit examination and certification. Harmonisation of training and standardisation of exit examination and certification could reduce variation in training thereby promoting high-quality care by European congenital cardiologists.",Cardiology in the young,2022-Dec,"McMahon CJ, Heying R, Budts W, Cavigelli-Brunner A, Shkolnikova M, Michel-Behnke I, Kozlik-Feldmann R, Wåhlander H, DeWolf D, Difilippo S, Kornyei L, Russo MG, Kaneva-Nencheva A, Mesihovic-Dinarevic S, Vesel S, Oskarsson G, Papadopoulos G, Petropoulos AC, Cevik BS, Jossif A, Doros G, Krusensjerna-Hafstrom T, Dangel J, Rahkonen O, Albert-Brotons DC, Alvares S, Brun H, Janousek J, Pitkänen-Argillander O, Voges I, Lubaua I, Sendzikaite S, Magee AG, Rhodes MJ, Blom NA, Bu'Lock F, Hanseus K, Milanesi O",38,1833,cardiology,2025-11-02 18:31:23
32216915,Transcatheter Electrosurgery: JACC State-of-the-Art Review.,"Transcatheter electrosurgery refers to a family of procedures using radiofrequency energy to vaporize and traverse or lacerate tissue despite flowing blood. The authors review theory, simulations, and benchtop demonstrations of how guidewires, insulation, adjunctive catheters, and dielectric medium interact. For tissue traversal, all but the tip of traversing guidewires is insulated to concentrate current. For leaflet laceration, the ""Flying V"" configuration concentrates current at the inner lacerating surface of a kinked guidewire. Flooding the field with non-ionic dextrose eliminates alternative current paths. Clinical applications include traversing occlusions (pulmonary atresia, arterial and venous occlusion, and iatrogenic graft occlusion), traversing tissue planes (atrial and ventricular septal puncture, radiofrequency valve repair, transcaval access, Potts and Glenn shunts), and leaflet laceration (BASILICA, LAMPOON, ELASTA-Clip, and others). Tips are provided for optimizing these techniques. Transcatheter electrosurgery already enables a range of novel therapeutic procedures for structural heart disease, and represents a promising advance toward transcatheter surgery.",Journal of the American College of Cardiology,2020-Mar,"Khan JM, Rogers T, Greenbaum AB, Babaliaros VC, Yildirim DK, Bruce CG, Herzka DA, Schenke WH, Ratnayaka K, Lederman RJ",10,1194,cardiology,2025-11-02 18:31:23
34613658,Artificial intelligence in cardiology: fundamentals and applications.,"Artificial intelligence (AI) is an overarching term that encompasses a set of computational approaches that are trained through generalised learning to autonomously execute specific tasks. AI is a rapidly expanding field in medicine. In particular cardiology, with its high reliance on numerical patient data in decision making, has great potential to benefit from AI. Types of AI, including neural networks and computer vision, can dramatically change the day-to-day workflow of cardiologists, primarily through integration in diagnostic imaging modalities, periprocedural planning, electronic health record analysis and patient monitoring. Healthcare systems will undoubtedly become more automated and shift to more AI-driven methods to improve efficiency and reduce cost. Patients in the end will benefit from these changes with improved diagnostic accuracy, better tailored treatments resulting in a greater quality and quantity of life. In this article, we will describe some of the fundamental principles underlying AI that physicians should have an understanding of, along with current clinical applications.",Internal medicine journal,2022-Jun,"Watson X, D'Souza J, Cooper D, Markham R",4,1115,cardiology,2025-11-02 18:31:23
34987062,Diagnostic reasoning in cardiovascular medicine.,"Research in cognitive psychology shows that expert clinicians make a medical diagnosis through a two step process of hypothesis generation and hypothesis testing. Experts generate a list of possible diagnoses quickly and intuitively, drawing on previous experience. Experts remember specific examples of various disease categories as exemplars, which enables rapid access to diagnostic possibilities and gives them an intuitive sense of the base rates of various diagnoses. After generating diagnostic hypotheses, clinicians then test the hypotheses and subjectively estimate the probability of each diagnostic possibility by using a heuristic called anchoring and adjusting. Although both novices and experts use this two step diagnostic process, experts distinguish themselves as better diagnosticians through their ability to mobilize experiential knowledge in a manner that is content specific. Experience is clearly the best teacher, but some educational strategies have been shown to modestly improve diagnostic accuracy. Increased knowledge about the cognitive psychology of the diagnostic process and the pitfalls inherent in the process may inform clinical teachers and help learners and clinicians to improve the accuracy of diagnostic reasoning. This article reviews the literature on the cognitive psychology of diagnostic reasoning in the context of cardiovascular disease.",BMJ (Clinical research ed.),2022-Jan,"Brush JE, Sherbino J, Norman GR",3,1386,cardiology,2025-11-02 18:31:23
35029816,The application of artificial intelligence in nuclear cardiology.,"A decade of unprecedented progress in artificial intelligence (AI) has demonstrated a lot of interest in medical imaging research including nuclear cardiology. AI has a potential to reduce cost, save time and improve image acquisition, interpretation, and decision-making. This review summarizes recent researches and potential applications of AI in nuclear cardiology and discusses the pitfall of AI.",Annals of nuclear medicine,2022-Feb,"Otaki Y, Miller RJH, Slomka PJ",3,401,cardiology,2025-11-02 18:31:23
35165744,PATIENT AND STAFF DOSES FOR VARIOUS INTERVENTIONAL RADIOLOGY AND CARDIOLOGY EXAMINATIONS IN TURKEY.,"This study aims to determine the radiation doses of patients and staff during different interventional radiology and cardiology examinations. Dose measurements for interventional radiology examinations were performed in Ibn-i Sina Hospital of Ankara University using Siemens Artis-Zee medical imaging system. Patient dose measurement was carried out for interventional cardiology examinations in Cardiology Department of TOBB-ETU University, Medical Faculty Hospital using Philips Allura Centron interventional X-ray system. Patient doses were obtained in terms of kerma area product (KAP) and cumulative air kerma (CAK) from KAP meter attached to the angiography system. Performance tests of the angiography system were performed before patient dose measurements. Staff dose measurements were carried out with thermoluminescence dosimeters (TLD-100) placed in certain areas on the staff. Patient dose measurements were performed for 15 different interventional radiology examinations on a total of 431 patients and for four different cardiology examinations on a total of 299 patients. Monte Carlo based PCXMC 2.0 program was used to calculate patient effective doses. Lower extremity arteriography was the most common examination with a mean KAP value of 30 Gy cm2 and mean effective dose value of 1.2 mSv for total number of 194 patients. Mean KAP values calculated for coronary angiography, percutaneous coronary intervention, electrophysiological procedures and radiofrequency cardiac ablation examinations were 62.8, 162.8, 16.7 and 70.6 Gy cm2, respectively. Radiologist, nurse and technician effective dose normalised to the unit KAP of patient dose were 0.15, 0.11 and 0.14 μSv Gy-1 cm-2. Similarly, cardiologist, nurse and technician effective dose normalised to the unit KAP of patient dose were 0.22, 0.15 and 0.09 μSv Gy-1 cm-2. Measured KAP and CAK values vary depending on the type and complexity of the examination. The measured staff doses during cardiac examinations were higher when compared with that measured for interventional radiology as expected.",Radiation protection dosimetry,2022-Mar,"Erdem O, Ay M, Yalcin A, Bilgic S, Sanlıdilek U, Amasyalı B, Sancak T, Olgar T",8,2071,cardiology,2025-11-02 18:31:23
35171443,Artificial Intelligence to Improve Risk Prediction with Nuclear Cardiac Studies.,"As machine learning-based artificial intelligence (AI) continues to revolutionize the way in which we analyze data, the field of nuclear cardiology provides fertile ground for the implementation of these complex analytics. This review summarizes and discusses the principles regarding nuclear cardiology techniques and AI, and the current evidence regarding its performance and contribution to the improvement of risk prediction in cardiovascular disease. There is a growing body of evidence on the experimentation with and implementation of machine learning-based AI on nuclear cardiology studies both concerning SPECT and PET technology for the improvement of risk-of-disease (classification of disease) and risk-of-events (prediction of adverse events) estimations. These publications still report objective divergence in methods either utilizing statistical machine learning approaches or deep learning with varying architectures, dataset sizes, and performance. Recent efforts have been placed into bringing standardization and quality to the experimentation and application of machine learning-based AI in cardiovascular imaging to generate standards in data harmonization and analysis through AI. Machine learning-based AI offers the possibility to improve risk evaluation in cardiovascular disease through its implementation on cardiac nuclear studies. AI in improving risk evaluation in nuclear cardiology. * Based on the 2019 ESC guidelines.",Current cardiology reports,2022-Apr,"Juarez-Orozco LE, Klén R, Niemi M, Ruijsink B, Daquarti G, van Es R, Benjamins JW, Yeung MW, van der Harst P, Knuuti J",10,1451,cardiology,2025-11-02 18:31:23
35734155,The Science of Learning and Art of Education in Cardiology Fellowship.,"The science of learning, bolstered by the foundational principles of adult learning, has evolved to allow for a more sophisticated understanding of how humans acquire knowledge. To optimize learning outcomes, cardiology educators should be familiar with these concepts and apply them routinely when teaching trainees. This paper presents an overview of the neurobiology of learning and adult learning principles and offers examples of ways in which this science can be applied in cardiology fellowships. Both fellows and educators benefit from the science of learning and its artistic application to education.",Methodist DeBakey cardiovascular journal,2022-,"Stokes N, Berlacher K",2,610,cardiology,2025-11-02 18:31:23
35908002,Application of Medical Knowledge Graphs in Cardiology and Cardiovascular Medicine: A Brief Literature Review.,"A knowledge graph is defined as a collection of interlinked descriptions of concepts, relationships, entities and events. Medical knowledge graphs have been the most recent advances in technology, therapy and medicine. Nowadays, a number of specific uses and applications rely on knowledge graphs. The application of the knowledge graph, another form of artificial intelligence (AI) in cardiology and cardiovascular medicine, is a new concept, and only a few studies have been carried out on this particular aspect. In this brief literature review, the use and importance of disease-specific knowledge graphs in exploring various aspects of Kawasaki disease were described. A vision of individualized knowledge graphs (iKGs) in cardiovascular medicine was also discussed. Such iKGs would be based on a modern informatics platform of exchange and inquiry that could comprehensively integrate biologic knowledge with medical histories and health outcomes of individual patients. This could transform how clinicians and scientists discover, communicate and apply new knowledge. In addition, we also described how a study based on the comprehensive longitudinal evaluation of dietary factors associated with acute myocardial infarction and fatal coronary heart disease used a knowledge graph to show the dietary factors associated with cardiovascular diseases in Nurses' Health Study data. To conclude, in this fast-developing world, medical knowledge graphs have emerged as attractive methods of data storage and hypothesis generation. They could be a major and effective tool in cardiology and cardiovascular medicine and play an important role in reaching effective clinical decisions during treatment and management of patients in the cardiology department.",Advances in therapy,2022-Sep,"Wang H, Zu Q, Lu M, Chen R, Yang Z, Gao Y, Ding J",7,1757,cardiology,2025-11-02 18:31:23
